"animal_ID";"animal_birthdate";"gender";"treatment";"genotype";"other_category";"date";"test_cage";"real_time_start";"Lab_ID";"Exclude_data";"comment";"experiment_folder_name";"Behavior_sequence";"Onemin_summary";"Onehour_summary";"primary_behav_sequence";"primary_position_time";"primary_datafile";"Proj_name";"light_on";"light_off";"temperature";"cage_type";"address";"north_position";"daylight_intensity_lux";"daylight_spectrum";"nightlight_intensity_lux";"X1";"Identifier";"Title";"Creator";"Creator_orcidid";"Contributors";"Creator_email";"Publisher";"Publication year";"Production year";"Subject area";"Resource";"Rights";"rights holder";"Description_comments";"funder information";"video_acquisition";"video_analysis";"group_by";"confound_by";"source_data";"Folder_path";"raw_data_folder";"video_folder";"animal_metadata";"lab_metadata";"ID";"groupingvar"
"279";NA;"female";"first";"wt";NA;"18.06.2015";"4";09:24:27;"AOCF_1";NA;"corrupted exports";"150618_Testdata_HCS_groupH";"150618_Testdata_HCS_beh_279.xlsx";"150618_Testdata_HCS_min_279.xlsx";"150619_Testdata_HCS_hour_279.xlsx";"HomeCageScan150618092427Y15M06D18H09M24S41C4.MBR";"HomeCageScan150618092427Y15M06D18H09M24S41C4.TDB";"min_summary";"Ro_testdata";06:00:00;18:00:00;NA;NA;NA;NA;NA;NA;NA;14;"F0001";"wild type data at different age. For testing purpose";"Colomb, Julien";"https://orcid.org/0000-0002-3127-5520
";"Long, Melissa; Winter, York(https://orcid.org/0000-0002-7828-1872)";"julien.colomb@fu-berlin.de";NA;NA;2015;"behavioural neurobiology";"dataset";"CC0";"Winter, York";"Part of a project at the AOCF, only data from wild type animals are available here.";"XXX";"HCS 3.0";"HCS 3.0";"treatment";NA;"this_github";"Ro_testdata";"HCS3_output";"videos";"metadata/Ro_testdata_meta.csv";"metadata/Lab_metadata.csv";"110";"first"
"20";NA;"female";"second";"wt";NA;"12.10.2015";"4";08:57:59;"AOCF_1";NA;NA;"151012_Testdata_HCS_groupA";"151012_Testdata_HCS_beh_20.xlsx";"151012_Testdata_HCS_min_20.xlsx";"151012_Testdata_HCS_hour_20.xlsx";"HomeCageScan151012085759Y15M10D12H08M58S02C4.MBR";"HomeCageScan151012085759Y15M10D12H08M58S02C4.TDB";"min_summary";"Ro_testdata";06:00:00;18:00:00;NA;NA;NA;NA;NA;NA;NA;14;"F0001";"wild type data at different age. For testing purpose";"Colomb, Julien";"https://orcid.org/0000-0002-3127-5520
";"Long, Melissa; Winter, York(https://orcid.org/0000-0002-7828-1872)";"julien.colomb@fu-berlin.de";NA;NA;2015;"behavioural neurobiology";"dataset";"CC0";"Winter, York";"Part of a project at the AOCF, only data from wild type animals are available here.";"XXX";"HCS 3.0";"HCS 3.0";"treatment";NA;"this_github";"Ro_testdata";"HCS3_output";"videos";"metadata/Ro_testdata_meta.csv";"metadata/Lab_metadata.csv";"111";"second"
"2";NA;"female";"second";"wt";NA;"13.10.2015";"1";08:59:31;"AOCF_1";NA;NA;"151013_Testdata_HCS_groupB";"151013_Testdata_HCS_beh_2.xlsx";"151013_Testdata_HCS_min_2.xlsx";"151013_Testdata_HCS_hour_2.xlsx";"HomeCageScan151013085931Y15M10D13H08M59S39C1.MBR";"HomeCageScan151013085931Y15M10D13H08M59S39C1.TDB";"min_summary";"Ro_testdata";06:00:00;18:00:00;NA;NA;NA;NA;NA;NA;NA;14;"F0001";"wild type data at different age. For testing purpose";"Colomb, Julien";"https://orcid.org/0000-0002-3127-5520
";"Long, Melissa; Winter, York(https://orcid.org/0000-0002-7828-1872)";"julien.colomb@fu-berlin.de";NA;NA;2015;"behavioural neurobiology";"dataset";"CC0";"Winter, York";"Part of a project at the AOCF, only data from wild type animals are available here.";"XXX";"HCS 3.0";"HCS 3.0";"treatment";NA;"this_github";"Ro_testdata";"HCS3_output";"videos";"metadata/Ro_testdata_meta.csv";"metadata/Lab_metadata.csv";"112";"second"
"25";NA;"female";"second";"wt";NA;"14.10.2015";"2";09:01:00;"AOCF_1";"exclude";"raw data was in wrong folder: no correspondance with raw data and exports";"151014_Testdata_HCS_groupC";"151014_Testdata_HCS_beh_25.xlsx";"151014_Testdata_HCS_min_25.xlsx";"151014_Testdata_HCS_hour_25.xlsx";"HomeCageScan151014085517Y15M10D14H08M55S29C2.MBR";"HomeCageScan151014085517Y15M10D14H08M55S29C2.TDB";"min_summary";"Ro_testdata";06:00:00;18:00:00;NA;NA;NA;NA;NA;NA;NA;14;"F0001";"wild type data at different age. For testing purpose";"Colomb, Julien";"https://orcid.org/0000-0002-3127-5520
";"Long, Melissa; Winter, York(https://orcid.org/0000-0002-7828-1872)";"julien.colomb@fu-berlin.de";NA;NA;2015;"behavioural neurobiology";"dataset";"CC0";"Winter, York";"Part of a project at the AOCF, only data from wild type animals are available here.";"XXX";"HCS 3.0";"HCS 3.0";"treatment";NA;"this_github";"Ro_testdata";"HCS3_output";"videos";"metadata/Ro_testdata_meta.csv";"metadata/Lab_metadata.csv";"113";"second"
"23";NA;"female";"second";"wt";NA;"15.10.2015";"1";09:14:36;"AOCF_1";NA;NA;"151015_Testdata_HCS_groupD";"151015_Testdata_HCS_beh_23.xlsx";"151015_Testdata_HCS_min_23.xlsx";"151015_Testdata_HCS_hour_23.xlsx";"HomeCageScan151015091436Y15M10D15H09M14S53C1.MBR";"HomeCageScan151015091436Y15M10D15H09M14S53C1.TDB";"min_summary";"Ro_testdata";06:00:00;18:00:00;NA;NA;NA;NA;NA;NA;NA;14;"F0001";"wild type data at different age. For testing purpose";"Colomb, Julien";"https://orcid.org/0000-0002-3127-5520
";"Long, Melissa; Winter, York(https://orcid.org/0000-0002-7828-1872)";"julien.colomb@fu-berlin.de";NA;NA;2015;"behavioural neurobiology";"dataset";"CC0";"Winter, York";"Part of a project at the AOCF, only data from wild type animals are available here.";"XXX";"HCS 3.0";"HCS 3.0";"treatment";NA;"this_github";"Ro_testdata";"HCS3_output";"videos";"metadata/Ro_testdata_meta.csv";"metadata/Lab_metadata.csv";"114";"second"
"261";NA;"female";"second";"wt";NA;"19.10.2015";"1";08:55:22;"AOCF_1";NA;NA;"151019_Testdata_HCS_groupE";"151019_Testdata_HCS_beh_261.xlsx";"151019_Testdata_HCS_min_261.xlsx";"151019_Testdata_HCS_hour_261.xlsx";"HomeCageScan151019085522Y15M10D19H08M55S32C1.MBR";"HomeCageScan151019085522Y15M10D19H08M55S32C1.TDB";"min_summary";"Ro_testdata";06:00:00;18:00:00;NA;NA;NA;NA;NA;NA;NA;14;"F0001";"wild type data at different age. For testing purpose";"Colomb, Julien";"https://orcid.org/0000-0002-3127-5520
";"Long, Melissa; Winter, York(https://orcid.org/0000-0002-7828-1872)";"julien.colomb@fu-berlin.de";NA;NA;2015;"behavioural neurobiology";"dataset";"CC0";"Winter, York";"Part of a project at the AOCF, only data from wild type animals are available here.";"XXX";"HCS 3.0";"HCS 3.0";"treatment";NA;"this_github";"Ro_testdata";"HCS3_output";"videos";"metadata/Ro_testdata_meta.csv";"metadata/Lab_metadata.csv";"115";"second"
"262";NA;"female";"second";"wt";NA;"19.10.2015";"4";08:55:22;"AOCF_1";NA;NA;"151019_Testdata_HCS_groupE";"151019_Testdata_HCS_beh_262.xlsx";"151019_Testdata_HCS_min_262.xlsx";"151019_Testdata_HCS_hour_262.xlsx";"HomeCageScan151019085522Y15M10D19H08M55S32C4.MBR";"HomeCageScan151019085522Y15M10D19H08M55S32C4.TDB";"min_summary";"Ro_testdata";06:00:00;18:00:00;NA;NA;NA;NA;NA;NA;NA;14;"F0001";"wild type data at different age. For testing purpose";"Colomb, Julien";"https://orcid.org/0000-0002-3127-5520
";"Long, Melissa; Winter, York(https://orcid.org/0000-0002-7828-1872)";"julien.colomb@fu-berlin.de";NA;NA;2015;"behavioural neurobiology";"dataset";"CC0";"Winter, York";"Part of a project at the AOCF, only data from wild type animals are available here.";"XXX";"HCS 3.0";"HCS 3.0";"treatment";NA;"this_github";"Ro_testdata";"HCS3_output";"videos";"metadata/Ro_testdata_meta.csv";"metadata/Lab_metadata.csv";"116";"second"
"263";NA;"female";"second";"wt";NA;"20.10.2015";"3";09:07:40;"AOCF_1";NA;NA;"151020_Testdata_HCS_groupF";"151020_Testdata_HCS_beh_263.xlsx";"151020_Testdata_HCS_min_263.xlsx";"151020_Testdata_HCS_hour_263.xlsx";"HomeCageScan151020090740Y15M10D20H09M07S51C3.MBR";"HomeCageScan151020090740Y15M10D20H09M07S51C3.TDB";"min_summary";"Ro_testdata";06:00:00;18:00:00;NA;NA;NA;NA;NA;NA;NA;14;"F0001";"wild type data at different age. For testing purpose";"Colomb, Julien";"https://orcid.org/0000-0002-3127-5520
";"Long, Melissa; Winter, York(https://orcid.org/0000-0002-7828-1872)";"julien.colomb@fu-berlin.de";NA;NA;2015;"behavioural neurobiology";"dataset";"CC0";"Winter, York";"Part of a project at the AOCF, only data from wild type animals are available here.";"XXX";"HCS 3.0";"HCS 3.0";"treatment";NA;"this_github";"Ro_testdata";"HCS3_output";"videos";"metadata/Ro_testdata_meta.csv";"metadata/Lab_metadata.csv";"117";"second"
"265";NA;"female";"second";"wt";NA;"20.10.2015";"2";09:07:40;"AOCF_1";NA;NA;"151020_Testdata_HCS_groupF";"151020_Testdata_HCS_beh_265.xlsx";"151020_Testdata_HCS_min_265.xlsx";"151020_Testdata_HCS_hour_265.xlsx";"HomeCageScan151020090740Y15M10D20H09M07S51C2.MBR";"HomeCageScan151020090740Y15M10D20H09M07S51C2.TDB";"min_summary";"Ro_testdata";06:00:00;18:00:00;NA;NA;NA;NA;NA;NA;NA;14;"F0001";"wild type data at different age. For testing purpose";"Colomb, Julien";"https://orcid.org/0000-0002-3127-5520
";"Long, Melissa; Winter, York(https://orcid.org/0000-0002-7828-1872)";"julien.colomb@fu-berlin.de";NA;NA;2015;"behavioural neurobiology";"dataset";"CC0";"Winter, York";"Part of a project at the AOCF, only data from wild type animals are available here.";"XXX";"HCS 3.0";"HCS 3.0";"treatment";NA;"this_github";"Ro_testdata";"HCS3_output";"videos";"metadata/Ro_testdata_meta.csv";"metadata/Lab_metadata.csv";"118";"second"
"272";NA;"female";"second";"wt";NA;"21.10.2015";"2";09:43:28;"AOCF_1";NA;NA;"151021_Testdata_HCS_groupG";"151021_Testdata_HCS_beh_272.xlsx";"151021_Testdata_HCS_min_272.xlsx";"151021_Testdata_HCS_hour_272.xlsx";"HomeCageScan151021094328Y15M10D21H09M43S29C2.MBR";"HomeCageScan151021094328Y15M10D21H09M43S29C2.TDB";"min_summary";"Ro_testdata";06:00:00;18:00:00;NA;NA;NA;NA;NA;NA;NA;14;"F0001";"wild type data at different age. For testing purpose";"Colomb, Julien";"https://orcid.org/0000-0002-3127-5520
";"Long, Melissa; Winter, York(https://orcid.org/0000-0002-7828-1872)";"julien.colomb@fu-berlin.de";NA;NA;2015;"behavioural neurobiology";"dataset";"CC0";"Winter, York";"Part of a project at the AOCF, only data from wild type animals are available here.";"XXX";"HCS 3.0";"HCS 3.0";"treatment";NA;"this_github";"Ro_testdata";"HCS3_output";"videos";"metadata/Ro_testdata_meta.csv";"metadata/Lab_metadata.csv";"119";"second"
"273";NA;"female";"second";"wt";NA;"22.10.2015";"2";09:06:00;"AOCF_1";NA;NA;"151022_Testdata_HCS_groupH";"151022_Testdata_HCS_beh_273.xlsx";"151022_Testdata_HCS_min_273.xlsx";"151022_Testdata_HCS_hour_273.xlsx";"HomeCageScan151022090623Y15M10D22H09M06S30C2.MBR";"HomeCageScan151022090623Y15M10D22H09M06S30C2.TDB";"min_summary";"Ro_testdata";06:00:00;18:00:00;NA;NA;NA;NA;NA;NA;NA;14;"F0001";"wild type data at different age. For testing purpose";"Colomb, Julien";"https://orcid.org/0000-0002-3127-5520
";"Long, Melissa; Winter, York(https://orcid.org/0000-0002-7828-1872)";"julien.colomb@fu-berlin.de";NA;NA;2015;"behavioural neurobiology";"dataset";"CC0";"Winter, York";"Part of a project at the AOCF, only data from wild type animals are available here.";"XXX";"HCS 3.0";"HCS 3.0";"treatment";NA;"this_github";"Ro_testdata";"HCS3_output";"videos";"metadata/Ro_testdata_meta.csv";"metadata/Lab_metadata.csv";"120";"second"
"279";NA;"female";"second";"wt";NA;"22.10.2015";"1";09:06:00;"AOCF_1";NA;NA;"151022_Testdata_HCS_groupH";"151022_Testdata_HCS_beh_279.xlsx";"151022_Testdata_HCS_min_279.xlsx";"151022_Testdata_HCS_hour_279.xlsx";"HomeCageScan151022090623Y15M10D22H09M06S30C1.MBR";"HomeCageScan151022090623Y15M10D22H09M06S30C1.TDB";"min_summary";"Ro_testdata";06:00:00;18:00:00;NA;NA;NA;NA;NA;NA;NA;14;"F0001";"wild type data at different age. For testing purpose";"Colomb, Julien";"https://orcid.org/0000-0002-3127-5520
";"Long, Melissa; Winter, York(https://orcid.org/0000-0002-7828-1872)";"julien.colomb@fu-berlin.de";NA;NA;2015;"behavioural neurobiology";"dataset";"CC0";"Winter, York";"Part of a project at the AOCF, only data from wild type animals are available here.";"XXX";"HCS 3.0";"HCS 3.0";"treatment";NA;"this_github";"Ro_testdata";"HCS3_output";"videos";"metadata/Ro_testdata_meta.csv";"metadata/Lab_metadata.csv";"121";"second"
